No Of Rooms,Arrival date,Departure date,Room night,Adult,Child,F.Child,T.Pax,Room Type,Country,total rate net,Booking date,Travel Agent,arrival_day,arrival_month,arrival_weekday,booking_day_diff,ADR,Occupancy Rate,RevPAR,Occupancy Rate %,arrival_month_year
1,2024-05-31,2024-06-07,7,2,0,0,2,Deluxe GV,Germany,30469.46,2024-05-23,Kompas Ukraine,31,5,4,8,4352.78,1.03%,44.94020649,1.032448378,2024-05
1,2024-12-06,2024-12-13,7,2,0,0,2,Deluxe GV,Poland,34498.03,2024-11-12,Kompas Ukraine,6,12,4,24,4928.29,1.03%,50.88205015,1.032448378,2024-12
1,2025-01-31,2025-02-08,8,2,0,0,2,Deluxe GV,Germany,29782.4,2025-01-13,Kompas Ukraine,31,1,4,18,3722.8,1.18%,43.92684366,1.179941003,2025-01
1,2024-03-27,2024-04-03,7,2,0,0,2,Deluxe GV,Germany,26700.38,2023-12-29,Kompas Ukraine,27,3,2,89,3814.34,1.03%,39.38109145,1.032448378,2024-03
1,2024-05-22,2024-05-31,9,2,1,0,3,Deluxe GV,Germany,30624.48,2024-03-20,Kompas Ukraine,22,5,2,63,3402.72,1.33%,45.16884956,1.327433628,2024-05
1,2024-03-20,2024-03-27,7,2,0,0,2,Deluxe GV,Germany,26282.83,2024-01-14,Kompas Ukraine,20,3,2,66,3754.69,1.03%,38.76523599,1.032448378,2024-03
1,2024-03-20,2024-03-27,7,2,0,0,2,Deluxe GV,Austria,26282.83,2024-01-14,Kompas Ukraine,20,3,2,66,3754.69,1.03%,38.76523599,1.032448378,2024-03
1,2024-08-29,2024-09-08,10,2,0,0,2,Deluxe GV,Armenia,49483.1,2024-07-23,Kompas Ukraine,29,8,3,37,4948.31,1.47%,72.9839233,1.474926254,2024-08
1,2024-10-10,2024-10-21,11,2,0,0,2,Deluxe GV,Germany,59427.83,2024-09-30,Kompas Ukraine,10,10,3,10,5402.53,1.62%,87.65166667,1.622418879,2024-10
1,2024-05-19,2024-05-26,7,2,1,0,3,Deluxe GV,Germany,33025.51,2024-03-09,Kompas Ukraine,19,5,6,71,4717.93,1.03%,48.71019174,1.032448378,2024-05
1,2023-12-31,2024-01-07,7,1,0,0,1,Deluxe GV,Germany,12682.11,2023-12-14,Kompas Ukraine,31,12,6,17,1811.73,1.03%,18.70517699,1.032448378,2023-12
1,2024-04-15,2024-04-20,5,2,0,0,2,Deluxe GV,Germany,22973.2,2024-02-23,Kompas Ukraine,15,4,0,52,4594.64,0.74%,33.88377581,0.7374631268,2024-04
1,2023-12-21,2023-12-31,10,2,0,0,2,Deluxe GV,Germany,22254.2,2023-06-16,Kompas Ukraine,21,12,3,188,2225.42,1.47%,32.82330383,1.474926254,2023-12
1,2024-11-29,2024-12-06,7,2,0,0,2,Deluxe GV,Germany,24919.37,2024-05-21,Kompas Ukraine,29,11,4,192,3559.91,1.03%,36.75423304,1.032448378,2024-11
1,2024-01-27,2024-02-03,7,2,0,0,2,Deluxe GV,Germany,12165.09,2024-01-21,Kompas Ukraine,27,1,5,6,1737.87,1.03%,17.94261062,1.032448378,2024-01
1,2024-01-27,2024-02-03,7,2,0,0,2,Deluxe GV,Hungaria,12165.09,2024-01-21,Kompas Ukraine,27,1,5,6,1737.87,1.03%,17.94261062,1.032448378,2024-01
1,2024-07-26,2024-08-02,7,2,0,0,2,Deluxe GV,Poland,30181.2,2024-06-08,Kompas Ukraine,26,7,4,48,4311.6,1.03%,44.51504425,1.032448378,2024-07
1,2024-07-26,2024-08-02,7,2,0,0,2,Deluxe GV,Ukraine,30181.2,2024-06-08,Kompas Ukraine,26,7,4,48,4311.6,1.03%,44.51504425,1.032448378,2024-07
1,2024-08-02,2024-08-08,6,2,1,0,3,Deluxe GV,Rumania,27422.88,2024-06-07,Kompas Ukraine,2,8,4,56,4570.48,0.88%,40.44672566,0.8849557522,2024-08
1,2024-08-02,2024-08-08,6,2,1,0,3,Deluxe GV,Ukraine,27422.88,2024-06-07,Kompas Ukraine,2,8,4,56,4570.48,0.88%,40.44672566,0.8849557522,2024-08
1,2024-09-17,2024-09-26,9,2,0,0,2,Deluxe GV,Germany,45087.93,2024-07-25,Kompas Ukraine,17,9,1,54,5009.77,1.33%,66.50137168,1.327433628,2024-09
1,2024-11-19,2024-11-29,10,2,0,0,2,Deluxe GV,Lituania,48169.6,2024-10-13,Kompas Ukraine,19,11,1,37,4816.96,1.47%,71.04660767,1.474926254,2024-11
1,2024-03-07,2024-03-16,9,2,0,0,2,Deluxe GV,Russia,31383.72,2024-02-15,Kompas Ukraine,7,3,3,21,3487.08,1.33%,46.28867257,1.327433628,2024-03
1,2024-02-11,2024-02-20,9,2,0,0,2,Deluxe GV,Germany,18202.95,2024-01-15,Kompas Ukraine,11,2,6,27,2022.55,1.33%,26.84800885,1.327433628,2024-02
1,2024-06-21,2024-07-02,11,2,0,0,2,Deluxe GV,Germany,45956.57,2024-01-16,Kompas Ukraine,21,6,4,157,4177.87,1.62%,67.78255162,1.622418879,2024-06
1,2024-07-15,2024-07-18,3,2,0,0,2,Deluxe GV,Egypt,17445.96,2024-07-15,Kompas Ukraine,15,7,0,0,5815.32,0.44%,25.73150442,0.4424778761,2024-07
1,2024-02-29,2024-03-07,7,2,1,0,3,Deluxe GV,Germany,11835.53,2024-02-18,Kompas Ukraine,29,2,3,11,1690.79,1.03%,17.45653392,1.032448378,2024-02
1,2024-02-29,2024-03-07,7,2,1,0,3,Deluxe GV,Russia,11835.53,2024-02-18,Kompas Ukraine,29,2,3,11,1690.79,1.03%,17.45653392,1.032448378,2024-02
1,2024-02-22,2024-02-29,7,2,0,0,2,Deluxe GV,Germany,16424.31,2023-10-09,Kompas Ukraine,22,2,3,136,2346.33,1.03%,24.22464602,1.032448378,2024-02
1,2024-08-23,2024-08-29,6,2,0,0,2,Deluxe GV,Germany,29533.56,2024-03-31,Kompas Ukraine,23,8,4,145,4922.26,0.88%,43.55982301,0.8849557522,2024-08
1,2024-09-08,2024-09-17,9,2,0,0,2,Deluxe GV,Germany,42332.4,2024-09-04,Kompas Ukraine,8,9,6,4,4703.6,1.33%,62.43716814,1.327433628,2024-09
1,2024-09-08,2024-09-17,9,2,0,0,2,Deluxe GV,Austria,42332.4,2024-09-04,Kompas Ukraine,8,9,6,4,4703.6,1.33%,62.43716814,1.327433628,2024-09
1,2025-01-02,2025-01-11,9,2,0,0,2,Deluxe GV,Germany,44703.99,2024-12-02,Kompas Ukraine,2,1,3,31,4967.11,1.33%,65.9350885,1.327433628,2025-01
1,2024-10-21,2024-10-27,6,2,0,0,2,Deluxe GV,Germany,31779.78,2024-03-14,Kompas Ukraine,21,10,0,221,5296.63,0.88%,46.87283186,0.8849557522,2024-10
1,2024-03-30,2024-04-06,7,2,0,0,2,Deluxe GV,Germany,33107.48,2023-10-21,Kompas Ukraine,30,3,5,161,4729.64,1.03%,48.83109145,1.032448378,2024-03
1,2024-01-13,2024-01-27,14,2,0,0,2,Deluxe GV,Latvia,24347.4,2023-12-14,Kompas Ukraine,13,1,5,30,1739.1,2.06%,35.91061947,2.064896755,2024-01
1,2024-01-13,2024-01-27,14,2,0,0,2,Deluxe GV,Russia,24347.4,2023-12-14,Kompas Ukraine,13,1,5,30,1739.1,2.06%,35.91061947,2.064896755,2024-01
1,2024-11-12,2024-11-19,7,2,0,0,2,Deluxe GV,Luxemburg,22030.68,2024-09-25,Kompas Ukraine,12,11,1,48,3147.24,1.03%,32.49362832,1.032448378,2024-11
1,2024-11-12,2024-11-19,7,2,0,0,2,Deluxe GV,Germany,22030.68,2024-09-25,Kompas Ukraine,12,11,1,48,3147.24,1.03%,32.49362832,1.032448378,2024-11
1,2025-04-07,2025-04-15,8,2,1,0,3,Deluxe GV,Germany,37735.12,2024-09-23,Kompas Ukraine,7,4,0,196,4716.89,1.18%,55.65651917,1.179941003,2025-04
1,2025-02-12,2025-02-19,7,2,0,0,2,Deluxe GV,Germany,22923.11,2025-01-02,Kompas Ukraine,12,2,2,41,3274.73,1.03%,33.80989676,1.032448378,2025-02
1,2024-05-26,2024-06-09,14,2,0,0,2,Deluxe GV,Germany,76545,2024-05-20,Kompas Ukraine,26,5,6,6,5467.5,2.06%,112.8982301,2.064896755,2024-05
1,2024-08-13,2024-08-23,10,2,0,0,2,Deluxe GV,Russia,54002.2,2024-07-31,Kompas Ukraine,13,8,1,13,5400.22,1.47%,79.64926254,1.474926254,2024-08
1,2024-12-26,2025-01-02,7,2,0,0,2,Deluxe GV,Germany,33952.8,2024-11-18,Kompas Ukraine,26,12,3,38,4850.4,1.03%,50.07787611,1.032448378,2024-12
1,2023-12-11,2023-12-20,9,2,0,0,2,Deluxe GV,France,17597.25,2023-11-15,Kompas Ukraine,11,12,0,26,1955.25,1.33%,25.95464602,1.327433628,2023-12
1,2024-05-10,2024-05-19,9,2,0,0,2,Deluxe GV,Germany,35139.42,2024-04-26,Kompas Ukraine,10,5,4,14,3904.38,1.33%,51.8280531,1.327433628,2024-05
1,2024-03-21,2024-03-22,1,2,0,0,2,Deluxe GV,Germany,3569,2023-11-14,Kompas Ukraine,21,3,3,128,3569,0.15%,5.264011799,0.1474926254,2024-03
1,2024-01-07,2024-01-13,6,1,0,0,1,Deluxe GV,Germany,8091,2023-12-31,Kompas Ukraine,7,1,6,7,1348.5,0.88%,11.93362832,0.8849557522,2024-01
1,2025-04-15,2025-04-27,12,3,0,0,3,Deluxe GV,Germany,78575.28,2024-10-14,Kompas Ukraine,15,4,1,183,6547.94,1.77%,115.8927434,1.769911504,2025-04
1,2024-03-22,2024-03-23,1,2,0,0,2,Deluxe GV,Germany,3984.96,2024-02-09,Kompas Ukraine,22,3,4,42,3984.96,0.15%,5.877522124,0.1474926254,2024-03
1,2024-02-20,2024-03-05,14,2,1,0,3,Deluxe GV,Germany,25505.48,2024-01-27,Kompas Ukraine,20,2,1,24,1821.82,2.06%,37.61870206,2.064896755,2024-02
1,2024-02-20,2024-03-05,14,2,1,0,3,Deluxe GV,Germany,25505.48,2024-01-27,Kompas Ukraine,20,2,1,24,1821.82,2.06%,37.61870206,2.064896755,2024-02
1,2025-02-19,2025-03-04,13,2,0,0,2,Deluxe GV,Germany,46085.26,2024-12-29,Kompas Ukraine,19,2,2,52,3545.02,1.92%,67.97235988,1.91740413,2025-02
1,2024-07-18,2024-07-26,8,2,0,0,2,Deluxe GV,Russia,34407.2,2024-06-18,Kompas Ukraine,18,7,3,30,4300.9,1.18%,50.7480826,1.179941003,2024-07
1,2024-11-02,2024-11-12,10,2,0,0,2,Deluxe GV,Russia,53426.9,2024-08-05,Kompas Ukraine,2,11,5,89,5342.69,1.47%,78.80073746,1.474926254,2024-11
1,2025-04-27,2025-05-04,7,2,0,0,2,Deluxe GV,Czech Republic,37944.34,2025-04-10,Kompas Ukraine,27,4,6,17,5420.62,1.03%,55.96510324,1.032448378,2025-04
1,2024-05-03,2024-05-10,7,2,0,0,2,Deluxe GV,Germany,28090.09,2024-03-29,Kompas Ukraine,3,5,4,35,4012.87,1.03%,41.43081121,1.032448378,2024-05
1,2024-08-08,2024-08-12,4,2,1,0,3,Deluxe GV,Egypt,27490.64,2024-08-06,Kompas Ukraine,8,8,3,2,6872.66,0.59%,40.54666667,0.5899705015,2024-08
1,2025-05-04,2025-05-18,14,2,0,0,2,Deluxe GV,Germany,70598.83,2025-02-10,Kompas Ukraine,4,5,6,83,5042.773571,2.06%,104.1280678,2.064896755,2025-05
1,2025-01-22,2025-01-31,9,2,1,0,3,Deluxe GV,Russia,32669.64,2024-11-09,Kompas Ukraine,22,1,2,74,3629.96,1.33%,48.18530973,1.327433628,2025-01
1,2025-03-18,2025-03-27,9,2,1,0,3,Deluxe GV,Russia,41251.32,2025-03-08,Kompas Ukraine,18,3,1,10,4583.48,1.33%,60.84265487,1.327433628,2025-03
1,2025-03-27,2025-04-06,10,2,0,0,2,Deluxe GV,Austria,50804.2,2024-11-13,Kompas Ukraine,27,3,3,134,5080.42,1.47%,74.93244838,1.474926254,2025-03
1,2024-12-06,2024-12-13,7,3,0,0,3,Deluxe GV,Czech Republic,50104.32,2024-11-12,Kompas Ukraine,6,12,4,24,7157.76,1.03%,73.90017699,1.032448378,2024-12
1,2024-12-06,2024-12-13,7,3,0,0,3,Deluxe GV,Poland,50104.32,2024-11-12,Kompas Ukraine,6,12,4,24,7157.76,1.03%,73.90017699,1.032448378,2024-12
1,2025-03-04,2025-03-18,14,2,0,0,2,Deluxe GV,Germany,57736.56,2025-01-07,Kompas Ukraine,4,3,1,56,4124.04,2.06%,85.15716814,2.064896755,2025-03
1,2024-04-06,2024-04-15,9,2,0,0,2,Deluxe GV,Germany,41271.48,2024-01-05,Kompas Ukraine,6,4,5,92,4585.72,1.33%,60.87238938,1.327433628,2024-04
1,2025-01-11,2025-01-21,10,2,0,0,2,Deluxe GV,Germany,29340.2,2025-01-02,Kompas Ukraine,11,1,5,9,2934.02,1.47%,43.27463127,1.474926254,2025-01
1,2024-09-26,2024-10-10,14,2,0,0,2,Deluxe GV,Germany,75811.68,2024-07-03,Kompas Ukraine,26,9,3,85,5415.12,2.06%,111.8166372,2.064896755,2024-09
1,2024-08-04,2024-08-14,10,2,1,0,3,Deluxe GV,Russia,45704.8,2024-06-20,Kompas Ukraine,4,8,6,45,4570.48,1.47%,67.41120944,1.474926254,2024-08
1,2025-02-23,2025-03-07,12,2,1,0,3,Deluxe GV,Germany,48310.2,2025-01-11,Kompas Ukraine,23,2,6,43,4025.85,1.77%,71.2539823,1.769911504,2025-02
1,2025-02-23,2025-03-07,12,2,1,0,3,Deluxe GV,Austria,48310.2,2025-01-11,Kompas Ukraine,23,2,6,43,4025.85,1.77%,71.2539823,1.769911504,2025-02
1,2024-11-11,2024-11-14,3,2,1,0,3,Deluxe GV,Turks & Caicos Islands,26314.68,2024-11-08,Kompas Ukraine,11,11,0,3,8771.56,0.44%,38.81221239,0.4424778761,2024-11
1,2024-11-11,2024-11-14,3,2,1,0,3,Deluxe GV,Turkey,26314.68,2024-11-08,Kompas Ukraine,11,11,0,3,8771.56,0.44%,38.81221239,0.4424778761,2024-11
1,2024-02-10,2024-02-22,12,1,1,0,2,Deluxe GV,Lituania,16738.68,2024-02-08,Kompas Ukraine,10,2,5,2,1394.89,1.77%,24.68831858,1.769911504,2024-02
1,2025-01-31,2025-02-07,7,2,1,0,3,Deluxe GV,Russia,20908.3,2024-12-30,Kompas Ukraine,31,1,4,32,2986.9,1.03%,30.83820059,1.032448378,2025-01
1,2024-01-30,2024-02-10,11,2,2,0,4,Deluxe GV,Russia,21043.11,2024-01-15,Kompas Ukraine,30,1,1,15,1913.01,1.62%,31.0370354,1.622418879,2024-01
1,2024-05-29,2024-06-10,12,2,2,1,5,Deluxe GV,Germany,68231.28,2023-10-26,Kompas Ukraine,29,5,2,216,5685.94,1.77%,100.6361062,1.769911504,2024-05
1,2024-06-20,2024-06-30,10,2,2,1,5,Deluxe GV,Germany,49736.6,2024-05-18,Kompas Ukraine,20,6,3,33,4973.66,1.47%,73.35781711,1.474926254,2024-06
1,2024-12-26,2025-01-04,9,3,0,0,3,Deluxe GV,Germany,41454.36,2024-08-29,Kompas Ukraine,26,12,3,119,4606.04,1.33%,61.14212389,1.327433628,2024-12
1,2024-08-21,2024-08-31,10,2,1,0,3,Deluxe GV,SERBIA,56756.8,2024-08-06,Kompas Ukraine,21,8,2,15,5675.68,1.47%,83.7120944,1.474926254,2024-08
1,2024-12-02,2024-12-10,8,3,1,0,4,Deluxe GV,Russia,40033.6,2024-11-29,Kompas Ukraine,2,12,0,3,5004.2,1.18%,59.04660767,1.179941003,2024-12
1,2025-01-01,2025-01-10,9,2,2,1,5,Deluxe GV,Germany,60875.01,2024-12-10,Kompas Ukraine,1,1,2,22,6763.89,1.33%,89.78615044,1.327433628,2025-01
1,2024-03-27,2024-04-07,11,2,2,0,4,Deluxe GV,Germany,44635.8,2024-02-15,Kompas Ukraine,27,3,2,41,4057.8,1.62%,65.83451327,1.622418879,2024-03
1,2024-01-16,2024-01-23,7,2,0,0,2,Deluxe GV,Germany,13019.37,2023-12-30,Kompas Ukraine,16,1,1,17,1859.91,1.03%,19.20261062,1.032448378,2024-01
1,2024-05-11,2024-05-22,11,2,1,0,3,Deluxe GV,Germany,42795.94,2024-04-24,Kompas Ukraine,11,5,5,17,3890.54,1.62%,63.12085546,1.622418879,2024-05
1,2024-05-11,2024-05-22,11,2,1,0,3,Deluxe GV,Egypt,42795.94,2024-04-24,Kompas Ukraine,11,5,5,17,3890.54,1.62%,63.12085546,1.622418879,2024-05
1,2024-11-03,2024-11-11,8,2,1,0,3,Deluxe GV,Russia,48440.48,2024-10-02,Kompas Ukraine,3,11,6,32,6055.06,1.18%,71.44613569,1.179941003,2024-11
1,2024-09-22,2024-09-29,7,3,1,0,4,Deluxe GV,Poland,39296.67,2024-08-19,Kompas Ukraine,22,9,6,34,5613.81,1.03%,57.95969027,1.032448378,2024-09
1,2024-11-14,2024-11-19,5,2,0,0,2,Deluxe GV,Germany,24613.35,2024-09-13,Kompas Ukraine,14,11,3,62,4922.67,0.74%,36.30287611,0.7374631268,2024-11
1,2024-04-07,2024-04-18,11,2,2,1,5,Deluxe GV,Germany,63053.54,2024-01-03,Kompas Ukraine,7,4,6,95,5732.14,1.62%,92.99932153,1.622418879,2024-04
1,2025-04-13,2025-04-20,7,2,2,1,5,Deluxe GV,Germany,54169.92,2025-01-20,Kompas Ukraine,13,4,6,83,7738.56,1.03%,79.89663717,1.032448378,2025-04
1,2024-09-12,2024-09-15,3,3,0,0,3,Deluxe GV,Egypt,24424.35,2024-09-08,Kompas Ukraine,12,9,3,4,8141.45,0.44%,36.02411504,0.4424778761,2024-09
1,2024-03-26,2024-04-05,10,2,1,0,3,Deluxe GV,Germany,56585.6,2023-12-22,Kompas Ukraine,26,3,1,95,5658.56,1.47%,83.45958702,1.474926254,2024-03
1,2024-12-17,2024-12-24,7,3,1,0,4,Deluxe GV,Lituania,41104.77,2024-11-04,Kompas Ukraine,17,12,1,43,5872.11,1.03%,60.62650442,1.032448378,2024-12
1,2024-07-25,2024-08-04,10,3,1,0,4,Deluxe GV,Germany,79707,2024-06-13,Kompas Ukraine,25,7,3,42,7970.7,1.47%,117.5619469,1.474926254,2024-07
1,2024-07-09,2024-07-18,9,2,2,1,5,Deluxe GV,Germany,54338.76,2023-12-08,Kompas Ukraine,9,7,1,214,6037.64,1.33%,80.14566372,1.327433628,2024-07
1,2023-12-27,2024-01-05,9,2,2,1,5,Deluxe GV,Germany,32675.22,2023-12-04,Kompas Ukraine,27,12,2,23,3630.58,1.33%,48.19353982,1.327433628,2023-12
1,2025-04-04,2025-04-13,9,3,1,0,4,Deluxe GV,Germany,60598.8,2024-10-19,Kompas Ukraine,4,4,4,167,6733.2,1.33%,89.37876106,1.327433628,2025-04
1,2025-01-24,2025-01-31,7,3,0,0,3,Deluxe GV,Germany,32448.08,2024-12-04,Kompas Ukraine,24,1,4,51,4635.44,1.03%,47.85852507,1.032448378,2025-01
1,2025-01-24,2025-01-31,7,3,0,0,3,Deluxe GV,Russia,32448.08,2024-12-04,Kompas Ukraine,24,1,4,51,4635.44,1.03%,47.85852507,1.032448378,2025-01
1,2024-11-19,2024-11-26,7,2,0,0,2,Deluxe GV,Germany,31958.78,2024-07-18,Kompas Ukraine,19,11,1,124,4565.54,1.03%,47.13684366,1.032448378,2024-11
1,2024-10-27,2024-11-03,7,2,1,0,3,Deluxe GV,Germany,29414.42,2024-07-03,Kompas Ukraine,27,10,6,116,4202.06,1.03%,43.38410029,1.032448378,2024-10
1,2024-10-27,2024-11-03,7,2,1,0,3,Deluxe GV,Portugal,29414.42,2024-07-03,Kompas Ukraine,27,10,6,116,4202.06,1.03%,43.38410029,1.032448378,2024-10
1,2024-09-01,2024-09-12,11,2,1,0,3,Deluxe GV,Russia,50213.35,2024-05-23,Kompas Ukraine,1,9,6,101,4564.85,1.62%,74.0609882,1.622418879,2024-09
1,2024-02-22,2024-02-29,7,2,2,1,5,Deluxe GV,Russia,14794.36,2024-02-19,Kompas Ukraine,22,2,3,3,2113.48,1.03%,21.82058997,1.032448378,2024-02
1,2024-12-25,2024-12-30,5,2,0,0,2,Deluxe GV,Germany,21656.25,2024-11-22,Kompas Ukraine,25,12,2,33,4331.25,0.74%,31.94137168,0.7374631268,2024-12
1,2024-05-22,2024-05-29,7,2,1,0,3,Deluxe GV,Germany,26649.14,2024-03-03,Kompas Ukraine,22,5,2,80,3807.02,1.03%,39.30551622,1.032448378,2024-05
1,2024-01-05,2024-01-12,7,2,1,0,3,Deluxe GV,Germany,13859.37,2023-11-05,Kompas Ukraine,5,1,4,61,1979.91,1.03%,20.44154867,1.032448378,2024-01
1,2025-05-03,2025-05-14,11,2,2,1,5,Deluxe GV,Germany,79466.9,2025-03-25,Kompas Ukraine,3,5,5,39,7224.263636,1.62%,117.2078171,1.622418879,2025-05
1,2024-09-15,2024-09-22,7,2,2,0,4,Deluxe GV,Armenia,34481.37,2024-07-18,Kompas Ukraine,15,9,6,59,4925.91,1.03%,50.85747788,1.032448378,2024-09
1,2024-04-18,2024-04-30,12,2,1,0,3,Deluxe GV,Lituania,47341.56,2024-04-16,Kompas Ukraine,18,4,3,2,3945.13,1.77%,69.82530973,1.769911504,2024-04
1,2024-04-18,2024-04-30,12,2,1,0,3,Deluxe GV,Ukraine,47341.56,2024-04-16,Kompas Ukraine,18,4,3,2,3945.13,1.77%,69.82530973,1.769911504,2024-04
1,2024-12-24,2024-12-31,7,1,0,0,1,Deluxe GV,Germany,22448.37,2024-11-19,Kompas Ukraine,24,12,1,35,3206.91,1.03%,33.10969027,1.032448378,2024-12
1,2024-12-10,2024-12-17,7,2,1,0,3,Deluxe GV,Russia,23791.46,2024-12-05,Kompas Ukraine,10,12,1,5,3398.78,1.03%,35.09064897,1.032448378,2024-12
1,2025-02-08,2025-02-15,7,3,0,0,3,Deluxe GV,Germany,36006.74,2025-01-08,Kompas Ukraine,8,2,5,31,5143.82,1.03%,53.10728614,1.032448378,2025-02
1,2024-07-18,2024-07-25,7,2,1,0,3,Deluxe GV,Poland,36002.47,2024-04-24,Kompas Ukraine,18,7,3,85,5143.21,1.03%,53.1009882,1.032448378,2024-07
1,2024-07-08,2024-07-16,8,3,1,0,4,Deluxe GV,Armenia,44118.48,2024-06-22,Kompas Ukraine,8,7,0,16,5514.81,1.18%,65.07150442,1.179941003,2024-07
1,2025-02-15,2025-02-26,11,3,1,0,4,Deluxe GV,Germany,56040.82,2024-12-11,Kompas Ukraine,15,2,5,66,5094.62,1.62%,82.6560767,1.622418879,2025-02
1,2025-02-15,2025-02-26,11,3,1,0,4,Deluxe GV,Danmark,56040.82,2024-12-11,Kompas Ukraine,15,2,5,66,5094.62,1.62%,82.6560767,1.622418879,2025-02
1,2023-12-11,2023-12-21,10,3,0,0,3,Deluxe GV,Russia,26086.4,2023-12-07,Kompas Ukraine,11,12,0,4,2608.64,1.47%,38.47551622,1.474926254,2023-12
1,2024-04-30,2024-05-11,11,2,2,0,4,Deluxe GV,Belarus,42048.71,2024-03-28,Kompas Ukraine,30,4,1,33,3822.61,1.62%,62.01874631,1.622418879,2024-04
1,2024-06-30,2024-07-08,8,2,1,0,3,Deluxe GV,Russia,34872.64,2024-06-02,Kompas Ukraine,30,6,6,28,4359.08,1.18%,51.43457227,1.179941003,2024-06
1,2025-01-10,2025-01-24,14,2,0,0,2,Deluxe GV,Germany,43395.8,2024-10-07,Kompas Ukraine,10,1,4,95,3099.7,2.06%,64.00560472,2.064896755,2025-01
1,2024-09-29,2024-10-06,7,2,1,0,3,Deluxe GV,Germany,36819.86,2024-03-10,Kompas Ukraine,29,9,6,203,5259.98,1.03%,54.30657817,1.032448378,2024-09
1,2025-02-16,2025-02-23,7,3,0,0,3,Deluxe GV,Germany,34474.79,2024-08-19,Kompas Ukraine,16,2,6,181,4924.97,1.03%,50.84777286,1.032448378,2025-02
1,2024-06-06,2024-06-12,6,3,1,0,4,Deluxe GV,Russia,32190.18,2024-05-22,Kompas Ukraine,6,6,3,15,5365.03,0.88%,47.47814159,0.8849557522,2024-06
1,2024-09-15,2024-09-24,9,2,0,0,2,Deluxe GV,Germany,45490.14,2024-06-15,Kompas Ukraine,15,9,6,92,5054.46,1.33%,67.09460177,1.327433628,2024-09
1,2024-02-14,2024-02-21,7,3,1,0,4,Deluxe GV,Germany,23880.29,2023-11-06,Kompas Ukraine,14,2,2,100,3411.47,1.03%,35.22166667,1.032448378,2024-02
1,2024-11-19,2024-11-26,7,2,0,0,2,Deluxe GV,Germany,30590.56,2024-11-15,Kompas Ukraine,19,11,1,4,4370.08,1.03%,45.11882006,1.032448378,2024-11
1,2024-11-19,2024-11-26,7,2,0,0,2,Deluxe GV,Austria,30590.56,2024-11-15,Kompas Ukraine,19,11,1,4,4370.08,1.03%,45.11882006,1.032448378,2024-11
1,2025-04-05,2025-04-12,7,3,1,0,4,Deluxe GV,Germany,57303.75,2025-01-23,Kompas Ukraine,5,4,5,72,8186.25,1.03%,84.51880531,1.032448378,2025-04
1,2024-11-13,2024-11-19,6,2,3,1,6,Deluxe GV,Russia,55184.88,2024-09-28,Kompas Ukraine,13,11,2,46,9197.48,0.88%,81.39362832,0.8849557522,2024-11
1,2023-12-27,2024-01-06,10,2,3,1,6,Deluxe GV,Germany,53163.6,2023-08-23,Kompas Ukraine,27,12,2,126,5316.36,1.47%,78.41238938,1.474926254,2023-12
1,2025-01-16,2025-01-26,10,3,1,0,4,Deluxe GV,Russia,41430.9,2024-12-23,Kompas Ukraine,16,1,3,24,4143.09,1.47%,61.10752212,1.474926254,2025-01
1,2024-10-01,2024-10-11,10,3,0,0,3,Deluxe GV,Germany,80992.5,2024-09-19,Kompas Ukraine,1,10,1,12,8099.25,1.47%,119.4579646,1.474926254,2024-10
1,2024-12-20,2024-12-27,7,2,3,1,6,Deluxe GV,Poland,31369.24,2024-11-30,Kompas Ukraine,20,12,4,20,4481.32,1.03%,46.26731563,1.032448378,2024-12
1,2024-11-28,2024-12-05,7,3,0,0,3,Deluxe GV,Danmark,39832.66,2024-09-08,Kompas Ukraine,28,11,3,81,5690.38,1.03%,58.75023599,1.032448378,2024-11
1,2024-04-13,2024-04-17,4,2,1,0,3,Deluxe GV,Russia,20250.88,2024-03-14,Kompas Ukraine,13,4,5,30,5062.72,0.59%,29.86855457,0.5899705015,2024-04
1,2023-12-09,2023-12-16,7,2,0,0,2,Deluxe GV,Germany,13363.42,2023-10-25,Kompas Ukraine,9,12,5,45,1909.06,1.03%,19.710059,1.032448378,2023-12
1,2025-04-30,2025-05-12,12,2,2,0,4,Deluxe GV,Germany,66953.16,2025-03-09,Kompas Ukraine,30,4,2,52,5579.43,1.77%,98.75097345,1.769911504,2025-04
1,2024-02-04,2024-02-14,10,3,1,0,4,Deluxe GV,Russia,22463.4,2024-01-24,Kompas Ukraine,4,2,6,11,2246.34,1.47%,33.13185841,1.474926254,2024-02
1,2024-04-06,2024-04-13,7,2,1,0,3,Deluxe GV,Germany,32107.39,2023-12-29,Kompas Ukraine,6,4,5,99,4586.77,1.03%,47.35603245,1.032448378,2024-04
1,2024-04-29,2024-05-07,8,2,2,1,5,Deluxe GV,Germany,52012.4,2024-03-18,Kompas Ukraine,29,4,0,42,6501.55,1.18%,76.71445428,1.179941003,2024-04
1,2024-11-20,2024-11-21,1,2,0,0,2,Deluxe GV,Germany,4093.82,2024-11-18,Kompas Ukraine,20,11,2,2,4093.82,0.15%,6.038082596,0.1474926254,2024-11
1,2024-05-07,2024-05-16,9,2,2,1,5,Deluxe GV,Germany,49886.82,2024-01-25,Kompas Ukraine,7,5,1,103,5542.98,1.33%,73.57938053,1.327433628,2024-05
